Primary_Key,ProdCat1,ProdCat2,GROSS_TURNOVER,INVOICE_NUMBER,Cluster
60585_Customer Group_2962,Data and Analytics,Predictive Analytics,186.514,2,1
60585_Customer Group_2962,Network and Infrastructure,Carrier Services,1297.65,1,1
60585_Customer Group_2962,Network and Infrastructure,Network Infrastructure Services,2333.3125,3,1
60585_Customer Group_2962,Network and Infrastructure,Network Integration Services,3863.4176,1,1
60585_Customer Group_2962,Security and Privacy,Cybersecurity Solutions,513.6591999999999,2,1
60585_Customer Group_2962,Security and Privacy,Network Security Solutions,542.7112,1,1
60744_Customer Group_2963,Network and Infrastructure,Network Infrastructure Services,2883.1488,1,6
60786_Customer Group_1143,Broadband and Internet Services,4G Services,5751.3063,3,6
60786_Customer Group_1143,Business Solutions,Digital Workspace Solutions,10452.9144,9,6
60786_Customer Group_1143,Business Solutions,Managed IT Services,254.9088,1,6
60786_Customer Group_1143,Business Solutions,Workforce Management Solutions,1431.2544,1,6
60786_Customer Group_1143,Cloud and Hosting Services,Private Cloud Services,2407.2684,3,6
60786_Customer Group_1143,Communication Tools,Web Conferencing Services,4586.8324,3,6
60786_Customer Group_1143,Customer Support and Management,Customer Support Services,99.64420000000001,1,6
60786_Customer Group_1143,Digital Transformation Services,Cloud Strategy and Migration,249.7096,1,6
60786_Customer Group_1143,Digital Transformation Services,Cloud and Hosting Services,6630.8745,3,6
60786_Customer Group_1143,IoT and Smart Solutions,Environmental Monitoring Services,1027.4006,3,6
60786_Customer Group_1143,Mobile Services,Family Mobile Plans,165.73579999999998,3,6
60786_Customer Group_1143,Mobile Services,Mobile Plans (Prepaid),1631.6263999999999,3,6
60786_Customer Group_1143,Network and Infrastructure,Network Consulting Services,21624.5304,15,6
60786_Customer Group_1143,Network and Infrastructure,Network Monitoring Services,4292.469999999999,2,6
60786_Customer Group_1143,Network and Infrastructure,Wholesale Telecom Services,12742.7233,9,6
60786_Customer Group_1143,Television and Entertainment,Kids Entertainment Packages,394.082,1,6
60786_Customer Group_1143,Television and Entertainment,Mobile TV Services,5860.2155,15,6
60829_Customer Group_644,Cloud and Hosting Services,Application Hosting Services,40.7088,1,0
60829_Customer Group_644,Television and Entertainment,Over-the-Top (OTT) Services,49.656,1,0
60829_Customer Group_644,Television and Entertainment,Premium TV Channels,188.3136,1,0
60851_Customer Group_3013,Cloud and Hosting Services,Application Hosting Services,378.764,1,2
60851_Customer Group_3013,Data and Analytics,Data Analytics Services,310.3464,1,2
60851_Customer Group_3013,Devices and Accessories,Network switches,1143.0072,1,2
60851_Customer Group_3013,Mobile Services,Mobile Plans (Prepaid),3042.09,1,2
60851_Customer Group_3013,Network and Infrastructure,Network Equipment Sales,819.8424,1,2
60851_Customer Group_3013,Network and Infrastructure,Network Monitoring Services,1294.56,1,2
60851_Customer Group_3013,Security and Privacy,Cybersecurity Solutions,46.8286,1,2
60936_Customer Group_2799,Devices and Accessories,Data Center Equipment - Servers,12854.6149,15,8
60936_Customer Group_2799,Network and Infrastructure,Carrier Services,491.2432,1,8
60936_Customer Group_2799,Network and Infrastructure,Network Infrastructure Services,6194.17,6,8
60936_Customer Group_2799,Network and Infrastructure,Network Maintenance Services,1094.1256,2,8
60936_Customer Group_2799,Television and Entertainment,Local TV Channels,7427.473,7,8
60936_Customer Group_2799,Television and Entertainment,Premium TV Channels,503.30100000000004,4,8
60936_Customer Group_2799,Television and Entertainment,Smart TV Services,7293.2499,10,8
61018_Customer Group_98,Business Solutions,Asset Tracking Solutions,2750.6466,1,4
61018_Customer Group_98,Business Solutions,Workforce Management Solutions,7293.6324,1,4
61018_Customer Group_98,Cloud and Hosting Services,Application Hosting Services,1692.5246,2,4
61018_Customer Group_98,Cloud and Hosting Services,Hybrid Cloud Services,85.1,1,4
61018_Customer Group_98,Digital Transformation Services,Cloud Strategy and Migration,3298.43,1,4
61018_Customer Group_98,IoT and Smart Solutions,Smart City Solutions,2941.5876,1,4
61018_Customer Group_98,Mobile Services,Family Mobile Plans,1707.21,1,4
61018_Customer Group_98,Mobile Services,GPS Tracking Services,4300.2792,1,4
61018_Customer Group_98,Mobile Services,Mobile Plans (Prepaid),461.6446,2,4
61018_Customer Group_98,Network and Infrastructure,Network Design Services,5619.1553,1,4
61018_Customer Group_98,Network and Infrastructure,Network Maintenance Services,388.1327,1,4
61018_Customer Group_98,Network and Infrastructure,Wholesale Telecom Services,16321.4787,5,4
61018_Customer Group_98,Security and Privacy,Access Control Solutions,5053.7059,5,4
61018_Customer Group_98,Security and Privacy,Cybersecurity Solutions,3267.9209,4,4
61018_Customer Group_98,Security and Privacy,Digital ID Services,3181.2682,3,4
61018_Customer Group_98,Television and Entertainment,Over-the-Top (OTT) Services,332.204,1,4
61018_Customer Group_98,Television and Entertainment,Premium TV Channels,1050.2713,2,4
61021_Customer Group_2582,Cloud and Hosting Services,Cloud PBX Services,2113.65,2,6
61021_Customer Group_2582,Network and Infrastructure,Network Maintenance Services,7060.2425,3,6
61021_Customer Group_2582,Television and Entertainment,Smart TV Services,307.966,4,6
61420_Customer Group_3878,Data and Analytics,Data Analytics Services,31.16,1,4
61420_Customer Group_3878,Data and Analytics,Predictive Analytics,154.0823,2,4
61420_Customer Group_3878,Devices and Accessories,Data Center Equipment - Rack Solutions,62.8474,1,4
61420_Customer Group_3878,Digital Transformation Services,Cloud-native Development,249.833,1,4
61420_Customer Group_3878,Mobile Services,Mobile Plans (Prepaid),179.078,2,4
61420_Customer Group_3878,Network and Infrastructure,Network Equipment Sales,234.264,1,4
61420_Customer Group_3878,Network and Infrastructure,Wholesale Telecom Services,185.1692,1,4
61420_Customer Group_3878,Television and Entertainment,Educational TV Channels,142.3242,1,4
61420_Customer Group_3878,Television and Entertainment,Mobile TV Services,190.77110000000002,1,4
61420_Customer Group_3878,Television and Entertainment,Movie Subscription Packages,131.868,1,4
61420_Customer Group_3878,Television and Entertainment,Premium TV Channels,31.3788,1,4
61452_Customer Group_1146,Business Solutions,Workforce Management Solutions,14820.0,1,3
61452_Customer Group_1146,Cloud and Hosting Services,Application Hosting Services,256.6161,3,3
61452_Customer Group_1146,Cloud and Hosting Services,Platform as a Service (PaaS),123.0,1,3
61452_Customer Group_1146,Customer Support and Management,Customer Support Services,779.1003000000001,2,3
61452_Customer Group_1146,Data and Analytics,Big Data Solutions,494.0,1,3
61452_Customer Group_1146,IoT and Smart Solutions,Environmental Monitoring Services,554.25,2,3
61452_Customer Group_1146,Mobile Services,Mobile Device Management (MDM),6337.1206,10,3
61452_Customer Group_1146,Mobile Services,Mobile Plans (Prepaid),92.25,1,3
61452_Customer Group_1146,Network and Infrastructure,Network Equipment Sales,274.3414,1,3
61452_Customer Group_1146,Network and Infrastructure,Network Infrastructure Services,1074.7065,5,3
61452_Customer Group_1146,Network and Infrastructure,Network Maintenance Services,239.2,1,3
61452_Customer Group_1146,Network and Infrastructure,Wholesale Telecom Services,1786.2936,2,3
61452_Customer Group_1146,Security and Privacy,Access Control Solutions,547.0799999999999,2,3
61452_Customer Group_1146,Television and Entertainment,Educational TV Channels,180.7413,1,3
61452_Customer Group_1146,Television and Entertainment,Mobile TV Services,245.20600000000002,3,3
61452_Customer Group_1146,Television and Entertainment,Over-the-Top (OTT) Services,30.6432,1,3
61518_Customer Group_639,IoT and Smart Solutions,Fleet Management Solutions,385.6076,1,2
61518_Customer Group_639,Mobile Services,Mobile Plans (Prepaid),1361.4613,3,2
61518_Customer Group_639,Network and Infrastructure,Network Design Services,89.0192,2,2
61518_Customer Group_639,Security and Privacy,Cybersecurity Solutions,221.0653,2,2
61518_Customer Group_639,Television and Entertainment,Kids Entertainment Packages,94.6542,1,2
61531_Customer Group_1594,Business Solutions,Contact Center Solutions,2569.857,13,3
61531_Customer Group_1594,Cloud and Hosting Services,Application Hosting Services,1367.4037,3,3
61531_Customer Group_1594,Security and Privacy,Network Security Solutions,1985.6000000000001,12,3
61613_Customer Group_1147,Business Solutions,Asset Tracking Solutions,811.0686999999999,3,4
61613_Customer Group_1147,Business Solutions,Contact Center Solutions,5.1106,1,4
61613_Customer Group_1147,Business Solutions,Managed IT Services,113.3616,1,4
61613_Customer Group_1147,Cloud and Hosting Services,Application Hosting Services,5761.6006,17,4
61613_Customer Group_1147,Cloud and Hosting Services,Data Backup Services,202.9022,1,4
61613_Customer Group_1147,Communication Tools,Virtual Event Hosting,537.2932,1,4
61613_Customer Group_1147,Communication Tools,Web Conferencing Services,1591.2291,2,4
61613_Customer Group_1147,Community and Social Platforms,Professional Networking Platforms,2178.0616999999997,1,4
61613_Customer Group_1147,Data and Analytics,Predictive Analytics,13780.521899999998,4,4
61613_Customer Group_1147,Devices and Accessories,Data Center Equipment - Servers,1363.5572,8,4
61613_Customer Group_1147,Digital Transformation Services,Remote Work Solutions,229.1,1,4
61613_Customer Group_1147,Gaming and eSports,Live Streaming Services,1486.56,2,4
61613_Customer Group_1147,IoT and Smart Solutions,Environmental Monitoring Services,216.2924,1,4
61613_Customer Group_1147,IoT and Smart Solutions,Smart City Solutions,113.6688,1,4
61613_Customer Group_1147,Mobile Services,Family Mobile Plans,481.2197,3,4
61613_Customer Group_1147,Mobile Services,Mobile Device Management (MDM),39363.1857,32,4
61613_Customer Group_1147,Mobile Services,Mobile Plans (Prepaid),500.8682,6,4
61613_Customer Group_1147,Network and Infrastructure,Carrier Services,24917.9633,12,4
61613_Customer Group_1147,Network and Infrastructure,Network Infrastructure Services,6772.8802000000005,12,4
61613_Customer Group_1147,Network and Infrastructure,Network Integration Services,563.6165,2,4
61613_Customer Group_1147,Network and Infrastructure,Network Monitoring Services,711.0,1,4
61613_Customer Group_1147,Network and Infrastructure,Wholesale Telecom Services,351.855,4,4
61613_Customer Group_1147,Security and Privacy,Access Control Solutions,12921.089899999999,12,4
61613_Customer Group_1147,Security and Privacy,Cybersecurity Solutions,793.6356,6,4
61613_Customer Group_1147,Television and Entertainment,Kids Entertainment Packages,1116.6768,2,4
61613_Customer Group_1147,Television and Entertainment,Mobile TV Services,849.378,2,4
61613_Customer Group_1147,Television and Entertainment,Movie Subscription Packages,42.5196,1,4
61613_Customer Group_1147,Television and Entertainment,Over-the-Top (OTT) Services,511.1268,5,4
61613_Customer Group_1147,Television and Entertainment,Premium TV Channels,42.2845,1,4
61613_Customer Group_1147,Television and Entertainment,Smart TV Services,67.9752,2,4
61723_Customer Group_3106,Business Solutions,Asset Tracking Solutions,155.7818,1,0
61723_Customer Group_3106,Communication Tools,Virtual Event Hosting,287.13100000000003,1,0
61723_Customer Group_3106,Mobile Services,Mobile Device Management (MDM),821.5396000000001,1,0
61723_Customer Group_3106,Mobile Services,Mobile Plans (Postpaid),4801.5012,2,0
61723_Customer Group_3106,Television and Entertainment,Educational TV Channels,16.1271,1,0
61723_Customer Group_3106,Television and Entertainment,Mobile TV Services,7822.7489000000005,4,0
61732_Customer Group_183,Business Solutions,Asset Tracking Solutions,1658.5035,3,4
61732_Customer Group_183,Business Solutions,Contact Center Solutions,2825.55,1,4
61732_Customer Group_183,Business Solutions,Managed IT Services,3374.0214,6,4
61732_Customer Group_183,Cloud and Hosting Services,Application Hosting Services,350.9901,1,4
61732_Customer Group_183,Cloud and Hosting Services,Data Backup Services,225.423,1,4
61732_Customer Group_183,Cloud and Hosting Services,Platform as a Service (PaaS),956.4846,1,4
61732_Customer Group_183,Communication Tools,Virtual Event Hosting,2202.8135,3,4
61732_Customer Group_183,Data and Analytics,Big Data Solutions,14274.9297,1,4
61732_Customer Group_183,Data and Analytics,Predictive Analytics,3959.2794,4,4
61732_Customer Group_183,Devices and Accessories,Data Center Equipment - Rack Solutions,851.5056,2,4
61732_Customer Group_183,Devices and Accessories,Data Center Equipment - Servers,133.905,1,4
61732_Customer Group_183,Digital Transformation Services,Cloud-native Development,145.9307,1,4
61732_Customer Group_183,IoT and Smart Solutions,Smart City Solutions,1715.9406,3,4
61732_Customer Group_183,Mobile Services,Family Mobile Plans,36.487,1,4
61732_Customer Group_183,Mobile Services,Mobile Device Management (MDM),107.404,1,4
61732_Customer Group_183,Mobile Services,Mobile Plans (Prepaid),11482.958,5,4
61732_Customer Group_183,Network and Infrastructure,Network Infrastructure Services,3901.1805,2,4
61732_Customer Group_183,Network and Infrastructure,Network Monitoring Services,8112.0167,2,4
61732_Customer Group_183,Network and Infrastructure,Wholesale Telecom Services,1211.2546,5,4
61732_Customer Group_183,Security and Privacy,Digital ID Services,53.6844,1,4
61732_Customer Group_183,Security and Privacy,Network Security Solutions,11990.5504,8,4
61732_Customer Group_183,Television and Entertainment,Over-the-Top (OTT) Services,2368.1375,2,4
61732_Customer Group_183,Television and Entertainment,Premium TV Channels,131.8048,2,4
61732_Customer Group_183,Television and Entertainment,Smart TV Services,6615.7067,3,4
62002_Customer Group_2583,IoT and Smart Solutions,Internet of Things (IoT) Solutions,71912.5447,5,9
62002_Customer Group_2583,Network and Infrastructure,Carrier Services,7925.150000000001,1,9
620401_Customer Group_5639,Broadband and Internet Services,4G Services,3208.2365,2,0
620401_Customer Group_5639,Cloud and Hosting Services,Private Cloud Services,4568.928,1,0
620401_Customer Group_5639,Digital Transformation Services,Cloud and Hosting Services,3220.7175,1,0
620401_Customer Group_5639,Television and Entertainment,News Subscription Packages,2028.9982,1,0
620401_Customer Group_5639,Television and Entertainment,Sports Subscription Packages,6847.358,1,0
62060_Customer Group_2817,Devices and Accessories,Data Center Equipment - Servers,288.0072,2,8
62060_Customer Group_2817,Television and Entertainment,Kids Entertainment Packages,214.4568,1,8
62068_Customer Group_1372,Broadband and Internet Services,Broadband Internet (Fiber),12972.3812,4,1
62068_Customer Group_1372,Cloud and Hosting Services,Application Hosting Services,25.6906,1,1
62068_Customer Group_1372,Cloud and Hosting Services,Data Backup Services,36.242399999999996,1,1
62068_Customer Group_1372,Cloud and Hosting Services,Platform as a Service (PaaS),217.4886,1,1
62068_Customer Group_1372,Data and Analytics,Big Data Solutions,569.6499,1,1
62068_Customer Group_1372,Devices and Accessories,Data Center Equipment - Servers,246.337,1,1
62068_Customer Group_1372,Mobile Services,Mobile Device Management (MDM),130.1976,1,1
62068_Customer Group_1372,Network and Infrastructure,Network Equipment Sales,197.455,1,1
62068_Customer Group_1372,Network and Infrastructure,Network Infrastructure Services,634.6840000000001,2,1
62068_Customer Group_1372,Network and Infrastructure,Network Integration Services,879.5411999999999,1,1
62068_Customer Group_1372,Network and Infrastructure,Network Maintenance Services,514.2375999999999,1,1
62068_Customer Group_1372,Security and Privacy,Access Control Solutions,212.212,1,1
62068_Customer Group_1372,Security and Privacy,Network Security Solutions,268.6671,1,1
62068_Customer Group_1372,Television and Entertainment,Smart TV Services,138.2745,1,1
62119_Customer Group_907,Broadband and Internet Services,5G Services,1176.7484,2,4
62119_Customer Group_907,Business Solutions,Managed IT Services,15.75,1,4
62119_Customer Group_907,Cloud and Hosting Services,Application Hosting Services,312.89799999999997,2,4
62119_Customer Group_907,Data and Analytics,Data Analytics Services,2065.1242,3,4
62119_Customer Group_907,Data and Analytics,Predictive Analytics,208.1455,1,4
62119_Customer Group_907,Devices and Accessories,Data Center Equipment - Rack Solutions,465.5,1,4
62119_Customer Group_907,Devices and Accessories,Network switches,410.9048,2,4
62119_Customer Group_907,Digital Transformation Services,Cloud Strategy and Migration,1005.2457,3,4
62119_Customer Group_907,Digital Transformation Services,Cloud-native Development,830.1315999999999,2,4
62119_Customer Group_907,Mobile Services,Family Mobile Plans,697.1297999999999,2,4
62119_Customer Group_907,Mobile Services,Mobile Device Management (MDM),193.4929,1,4
62119_Customer Group_907,Mobile Services,Mobile Plans (Prepaid),3151.1579,10,4
62119_Customer Group_907,Network and Infrastructure,Network Design Services,1487.2193,6,4
62119_Customer Group_907,Network and Infrastructure,Network Maintenance Services,135.3864,1,4
62119_Customer Group_907,Network and Infrastructure,Network Monitoring Services,1320.0,1,4
62119_Customer Group_907,Network and Infrastructure,Wholesale Telecom Services,8103.459,11,4
62119_Customer Group_907,Television and Entertainment,Educational TV Channels,485.1252,2,4
62119_Customer Group_907,Television and Entertainment,Kids Entertainment Packages,1407.04,3,4
62119_Customer Group_907,Television and Entertainment,Mobile TV Services,312.2963,4,4
62119_Customer Group_907,Television and Entertainment,Premium TV Channels,3312.1035,7,4
62262_Customer Group_1279,Cloud and Hosting Services,Application Hosting Services,184.2036,1,2
62262_Customer Group_1279,Data and Analytics,Predictive Analytics,65.7288,1,2
62262_Customer Group_1279,Mobile Services,Mobile Device Management (MDM),445.4226,1,2
62262_Customer Group_1279,Security and Privacy,Network Security Solutions,29.4362,1,2
62262_Customer Group_1279,Television and Entertainment,Over-the-Top (OTT) Services,248.268,1,2
62311_Customer Group_909,Cloud and Hosting Services,Application Hosting Services,1150.4792,2,7
62311_Customer Group_909,Mobile Services,Mobile Device Management (MDM),620.549,2,7
62311_Customer Group_909,Television and Entertainment,Over-the-Top (OTT) Services,103.041,1,7
62317_Customer Group_3922,Broadband and Internet Services,4G Services,1060.6799999999998,1,8
62317_Customer Group_3922,Devices and Accessories,Data Center Equipment - Storage Solutions,5215.386,1,8
62317_Customer Group_3922,Digital Transformation Services,Cloud and Hosting Services,3315.1188,1,8
62327_Customer Group_910,Business Solutions,Asset Tracking Solutions,1511.257,1,7
62327_Customer Group_910,Cloud and Hosting Services,Application Hosting Services,375.185,2,7
62327_Customer Group_910,Cloud and Hosting Services,Platform as a Service (PaaS),2639.32,1,7
62327_Customer Group_910,Communication Tools,Virtual Event Hosting,230.4163,1,7
62327_Customer Group_910,Devices and Accessories,Data Center Equipment - Servers,32.0124,1,7
62327_Customer Group_910,Mobile Services,Family Mobile Plans,92.9475,1,7
62327_Customer Group_910,Mobile Services,Mobile Device Management (MDM),298.48789999999997,2,7
62327_Customer Group_910,Security and Privacy,Cybersecurity Solutions,373.219,1,7
62327_Customer Group_910,Security and Privacy,Digital ID Services,646.4725,1,7
62327_Customer Group_910,Security and Privacy,Network Security Solutions,111.1557,1,7
62327_Customer Group_910,Television and Entertainment,Kids Entertainment Packages,228.6602,1,7
62422_Customer Group_2530,Business Solutions,Managed IT Services,179.968,1,0
62422_Customer Group_2530,Customer Support and Management,Customer Support Services,586.5835,1,0
62422_Customer Group_2530,Television and Entertainment,Mobile TV Services,408.1728,3,0
62422_Customer Group_2530,Television and Entertainment,Premium TV Channels,1107.3833,4,0
62467_Customer Group_1581,Broadband and Internet Services,Broadband Internet (Fiber),1572.0769,2,1
62467_Customer Group_1581,Data and Analytics,Predictive Analytics,156.2274,1,1
62467_Customer Group_1581,Mobile Services,Mobile Plans (Prepaid),356.49,2,1
62467_Customer Group_1581,Network and Infrastructure,Network Design Services,98.8,1,1
62467_Customer Group_1581,Television and Entertainment,Educational TV Channels,221.3648,1,1
62492_Customer Group_2036,Business Solutions,Digital Workspace Solutions,506.3049,1,3
62492_Customer Group_2036,Business Solutions,Workforce Management Solutions,2928.2148,1,3
62492_Customer Group_2036,Security and Privacy,Cybersecurity Solutions,2075.4937,4,3
62524_Customer Group_2898,Devices and Accessories,Network switches,1007.2932,1,8
62524_Customer Group_2898,Network and Infrastructure,Network Design Services,871.2841,3,8
62524_Customer Group_2898,Television and Entertainment,Mobile TV Services,69.7575,2,8
62524_Customer Group_2898,Television and Entertainment,News Subscription Packages,468.4716,1,8
62586_Customer Group_911,Cloud and Hosting Services,Application Hosting Services,153.884,1,2
62586_Customer Group_911,Mobile Services,Mobile Device Management (MDM),53.2,1,2
62586_Customer Group_911,Mobile Services,Mobile Plans (Prepaid),399.7494,2,2
62586_Customer Group_911,Security and Privacy,Cybersecurity Solutions,61.353,1,2
62688_Customer Group_1470,Business Solutions,Digital Workspace Solutions,685.77,1,7
62688_Customer Group_1470,Cloud and Hosting Services,Platform as a Service (PaaS),10306.3946,5,7
62689_Customer Group_3017,Communication Tools,Virtual Event Hosting,49.3392,1,8
62689_Customer Group_3017,Devices and Accessories,Data Center Equipment - Servers,2667.5009,2,8
62689_Customer Group_3017,IoT and Smart Solutions,Fleet Management Solutions,843.5955,2,8
62689_Customer Group_3017,Security and Privacy,Access Control Solutions,938.0364,1,8
62689_Customer Group_3017,Security and Privacy,Cybersecurity Solutions,301.224,1,8
62694_Customer Group_1149,Business Solutions,Asset Tracking Solutions,28992.3743,9,3
62694_Customer Group_1149,Business Solutions,Contact Center Solutions,1090.0,1,3
62694_Customer Group_1149,Business Solutions,Managed IT Services,873.2258,2,3
62694_Customer Group_1149,Cloud and Hosting Services,Application Hosting Services,1972.1402,5,3
62694_Customer Group_1149,Communication Tools,Virtual Event Hosting,11771.6697,11,3
62694_Customer Group_1149,Data and Analytics,Data Analytics Services,21.8712,1,3
62694_Customer Group_1149,Data and Analytics,Predictive Analytics,13.8345,1,3
62694_Customer Group_1149,Devices and Accessories,Network switches,594.0687,2,3
62694_Customer Group_1149,Mobile Services,Mobile Device Management (MDM),527.3776,4,3
62694_Customer Group_1149,Mobile Services,Mobile Plans (Prepaid),2366.5456999999997,7,3
62694_Customer Group_1149,Network and Infrastructure,Carrier Services,1415.8985,3,3
62694_Customer Group_1149,Network and Infrastructure,Network Design Services,584.1832,3,3
62694_Customer Group_1149,Network and Infrastructure,Wholesale Telecom Services,7701.2089,11,3
62694_Customer Group_1149,Security and Privacy,Network Security Solutions,25.6104,2,3
62694_Customer Group_1149,Television and Entertainment,Educational TV Channels,382.5,1,3
62694_Customer Group_1149,Television and Entertainment,Kids Entertainment Packages,120.3555,1,3
62694_Customer Group_1149,Television and Entertainment,Mobile TV Services,384.0791,2,3
62694_Customer Group_1149,Television and Entertainment,Over-the-Top (OTT) Services,5388.0280999999995,9,3
62694_Customer Group_1149,Television and Entertainment,Premium TV Channels,106.5538,3,3
62694_Customer Group_1149,Television and Entertainment,Smart TV Services,9.956,1,3
62717_Customer Group_1128,Business Solutions,Digital Workspace Solutions,3907.0622000000003,2,9
62717_Customer Group_1128,Communication Tools,Web Conferencing Services,26468.0575,5,9
62717_Customer Group_1128,Data and Analytics,Predictive Analytics,1767.2654,2,9
62717_Customer Group_1128,IoT and Smart Solutions,Environmental Monitoring Services,18157.584899999998,2,9
62717_Customer Group_1128,Mobile Services,Family Mobile Plans,2964.9625,3,9
62717_Customer Group_1128,Network and Infrastructure,Network Design Services,2512.0308,2,9
62739_Customer Group_1527,Broadband and Internet Services,Broadband Internet (Fiber),2474.59,1,8
62739_Customer Group_1527,Business Solutions,Asset Tracking Solutions,748.5041,2,8
62739_Customer Group_1527,Devices and Accessories,Data Center Equipment - Rack Solutions,52.9848,1,8
62739_Customer Group_1527,Devices and Accessories,Data Center Equipment - Servers,7552.2001,4,8
62739_Customer Group_1527,Mobile Services,Mobile Plans (Prepaid),1018.113,1,8
62739_Customer Group_1527,Network and Infrastructure,Network Infrastructure Services,395.703,2,8
62739_Customer Group_1527,Security and Privacy,Network Security Solutions,24.6352,1,8
62739_Customer Group_1527,Television and Entertainment,Over-the-Top (OTT) Services,299.4116,2,8
62739_Customer Group_1527,Television and Entertainment,Premium TV Channels,199.5552,1,8
62859_Customer Group_1150,Community and Social Platforms,Professional Networking Platforms,821.748,1,5
62859_Customer Group_1150,Mobile Services,Mobile Plans (Prepaid),203.1016,1,5
62859_Customer Group_1150,Security and Privacy,Access Control Solutions,539.6272,1,5
62859_Customer Group_1150,Security and Privacy,Cybersecurity Solutions,2144.5565,2,5
62874_Customer Group_2965,Broadband and Internet Services,Broadband Internet (Fiber),751.947,1,6
62874_Customer Group_2965,Devices and Accessories,Data Center Equipment - Servers,1923.9182,3,6
62874_Customer Group_2965,Network and Infrastructure,Network Maintenance Services,929.8194000000001,2,6
62874_Customer Group_2965,Network and Infrastructure,Wholesale Telecom Services,2740.07,2,6
62874_Customer Group_2965,Television and Entertainment,Smart TV Services,195.6432,1,6
62917_Customer Group_1009,Devices and Accessories,Data Center Equipment - Servers,1702.0407,1,8
62930_Customer Group_521,Broadband and Internet Services,Broadband Internet (Fiber),6853.2068,4,4
62930_Customer Group_521,Business Solutions,Asset Tracking Solutions,17644.7354,5,4
62930_Customer Group_521,Business Solutions,Contact Center Solutions,208.56,1,4
62930_Customer Group_521,Business Solutions,Digital Workspace Solutions,5454.9475,3,4
62930_Customer Group_521,Business Solutions,Managed IT Services,293.67,1,4
62930_Customer Group_521,Business Solutions,Workforce Management Solutions,12987.3744,1,4
62930_Customer Group_521,Cloud and Hosting Services,Application Hosting Services,11311.215,19,4
62930_Customer Group_521,Cloud and Hosting Services,Data Backup Services,5028.4029,5,4
62930_Customer Group_521,Cloud and Hosting Services,Hybrid Cloud Services,1793.0223,4,4
62930_Customer Group_521,Cloud and Hosting Services,Platform as a Service (PaaS),38923.480500000005,9,4
62930_Customer Group_521,Communication Tools,Virtual Event Hosting,3316.3216,6,4
62930_Customer Group_521,Communication Tools,Web Conferencing Services,4328.7101999999995,5,4
62930_Customer Group_521,Customer Support and Management,Customer Support Services,1782.6601,1,4
62930_Customer Group_521,Data and Analytics,Big Data Solutions,14323.926,8,4
62930_Customer Group_521,Data and Analytics,Data Analytics Services,3060.9809,4,4
62930_Customer Group_521,Data and Analytics,Predictive Analytics,9745.5326,23,4
62930_Customer Group_521,Devices and Accessories,Data Center Equipment - Rack Solutions,4153.4847,5,4
62930_Customer Group_521,Devices and Accessories,Data Center Equipment - Servers,1319.4986999999999,3,4
62930_Customer Group_521,Devices and Accessories,Network switches,13574.0554,6,4
62930_Customer Group_521,Digital Transformation Services,Cloud Strategy and Migration,7966.6693,2,4
62930_Customer Group_521,Digital Transformation Services,Cloud-native Development,1460.159,4,4
62930_Customer Group_521,Digital Transformation Services,Remote Work Solutions,12374.9129,7,4
62930_Customer Group_521,Gaming and eSports,Live Streaming Services,2710.3282,2,4
62930_Customer Group_521,IoT and Smart Solutions,Environmental Monitoring Services,22534.7585,5,4
62930_Customer Group_521,IoT and Smart Solutions,Fleet Management Solutions,147.16379999999998,1,4
62930_Customer Group_521,IoT and Smart Solutions,Smart City Solutions,2288.6862,8,4
62930_Customer Group_521,Mobile Services,Family Mobile Plans,5659.795,9,4
62930_Customer Group_521,Mobile Services,Mobile Device Management (MDM),28551.129,28,4
62930_Customer Group_521,Mobile Services,Mobile Plans (Prepaid),17592.248,27,4
62930_Customer Group_521,Network and Infrastructure,Carrier Services,23037.6034,19,4
62930_Customer Group_521,Network and Infrastructure,Network Design Services,306.3864,1,4
62930_Customer Group_521,Network and Infrastructure,Network Equipment Sales,742.9302,2,4
62930_Customer Group_521,Network and Infrastructure,Network Infrastructure Services,44409.737799999995,23,4
62930_Customer Group_521,Network and Infrastructure,Network Integration Services,474.8415,1,4
62930_Customer Group_521,Network and Infrastructure,Network Maintenance Services,2260.2781999999997,2,4
62930_Customer Group_521,Network and Infrastructure,Network Monitoring Services,85.995,1,4
62930_Customer Group_521,Network and Infrastructure,Wholesale Telecom Services,26403.7642,16,4
62930_Customer Group_521,Security and Privacy,Access Control Solutions,15800.9149,12,4
62930_Customer Group_521,Security and Privacy,Cybersecurity Solutions,127220.3058,72,4
62930_Customer Group_521,Security and Privacy,Digital ID Services,24248.2149,7,4
62930_Customer Group_521,Security and Privacy,Network Security Solutions,2362.7042,8,4
62930_Customer Group_521,Television and Entertainment,Educational TV Channels,1043.7216,1,4
62930_Customer Group_521,Television and Entertainment,Kids Entertainment Packages,248.0296,1,4
62930_Customer Group_521,Television and Entertainment,Local TV Channels,5877.9694,1,4
62930_Customer Group_521,Television and Entertainment,Mobile TV Services,1962.509,2,4
62930_Customer Group_521,Television and Entertainment,Movie Subscription Packages,408.79409999999996,2,4
62930_Customer Group_521,Television and Entertainment,Over-the-Top (OTT) Services,3506.6119,5,4
62930_Customer Group_521,Television and Entertainment,Premium TV Channels,907.1006,2,4
62930_Customer Group_521,Television and Entertainment,Smart TV Services,768.9748,4,4
